brand,model_number,price,reviews,imageUrl,dealUrl,suction_power,battery_minutes,navigation_type,noise_level,self_empty,mopping,hepa_filter,edge_cleaning,side_brush,dual_brush,tangle_free,wifi,app_control,voice_control,scheduling,zone_cleaning,spot_cleaning,no_go_zones,auto_boost,object_recognition,furniture_recognition,pet_recognition,three_d_mapping,obstacle_avoidance,uv_sterilization,maintenance_reminder,filter_replacement_indicator,brush_cleaning_indicator,large_dustbin,auto_empty_base,washable_dustbin,washable_filter,easy_brush_removal,self_cleaning_brushroll,dustbin_full_indicator,cleaning_score,navigation_score,smart_score,maintenance_score,battery_score,pet_family_score,review_score,cleaniq_score,title,description
AIRROBO,T20+,209.99,4.3,https://m.media-amazon.com/images/I/71sI8w5GuDL._AC_SL1500_.jpg,https://www.amazon.com/AIRROBO-Self-Emptying-Capacity-Schedule-T20/dp/B0CQC24STL,3000,180,LiDAR,65,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1,8,7.5,9,8,6,8.9,7.2,AIRROBO Robot Vacuum and Mop Combo Self-Emptying 60-Day Capacity Home Mapping Schedule Wi-Fi/App/Alexa/Remote 180mins Runtime T20+ Robotic Vacuum Cleaner for Pet Hard Floors Carpet,AIRROBO T20+ robot vacuum features 3000Pa suction power 180 minutes runtime LiDAR navigation self-emptying mopping capability HEPA filtration obstacle avoidance app control voice control 65dB noise level.
